Camname,Camctg,Camlat,Camlon,Camnewadd,Camoldadd,Camtel,Camsite,Campark,Camconv
강촌강변오토캠핑장,야영장,37.824396,127.616909,강원도 춘천시 남산면 북한강변길 968,강원도 춘천시 남산면 강촌리 534-5번지,000-0000-0000,4,,전기시설+상하수도시설+화장실+샤워실
프라임캠핑장,야영장,38.007831,127.74082,강원도 춘천시 사북면 사여골길 25,강원도 춘천시 사북면 고성리 36-10번지,000-0000-0000,50,,전기시설+상하수도시설+화장실+샤워실
더시크릿가든 캠프지라운드,야영장,37.769122,127.552938,강원도 춘천시 남산면 방하로 297,강원도 춘천시 남산면 방하리 506-4번지,000-0000-0000,12,,전기시설+상하수도시설+화장실+샤워실
춘천숲자연휴양림엔글램핑,야영장,37.747474,127.745394,강원도 춘천시 동산면 종자리로 224-104,강원도 춘천시 동산면 군자리 산 403번지,033-264-1156,43,,전기시설+상하수도시설+화장실+샤워실
강촌포도팬션&캠핑장,야영장,37.808963,127.572798,강원도 춘천시 남산면 서백2길 36,강원도 춘천시 남산면 백양리 266번지,000-0000-0000,7,,전기시설+상하수도시설+화장실+샤워실
강촌관광농원,야영장,37.819395,127.601364,,강원도 춘천시 남산면 강촌리 498번지,000-0000-0000,8,,전기시설+상하수도시설+화장실+샤워실
(주)어반슬로우시티,야영장,37.732804,127.511948,강원도 춘천시 남면 가옹개길 108,강원도 춘천시 남면 관천리 383번지,000-0000-0000,28,,전기시설+상하수도시설+화장실+샤워실
(재)강원정보문화진흥원,자동차야영장,37.887504,127.686557,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3,033-245-6261,34,,전기시설+상하수도시설+화장실+샤워실
(주)데일리랜드,자동차야영장,37.760733,127.846971,,강원도 춘천시 동산면 봉명리 35번지,000-0000-0000,14,,전기시설+상하수도시설+화장실+샤워실
제이드가든 오토캠핑장,야영장,37.834322,127.537747,강원도 춘천시 남산면 햇골길 62,강원도 춘천시 남산면 서천리 457번지,000-0000-0000,7,,전기시설+상하수도시설+화장실+샤워실
다볼펜션,야영장,37.774465,127.624274,강원도 춘천시 남산면 둔일길 202,강원도 춘천시 남산면 창촌리 546번지,000-0000-0000,5,,전기시설+상하수도시설+화장실+샤워실
강원도산림개발연구원 집다리골자연휴양림,야영장,37.978048,127.570427,강원도 춘천시 사북면 화악지암1길 129,강원도 춘천시 사북면 지암리 산 5번지,033-243-1442,25,,전기시설+상하수도시설+화장실+샤워실
은하수 글램핑,야영장,37.821087,127.589823,강원도 춘천시 남산면 북한강변길 688,강원도 춘천시 남산면 백양리 산 1-2번지,033-260-2374,22,,전기시설+상하수도시설+화장실+샤워실
힐링캠프,야영장,37.929112,127.641502,강원도 춘천시 서면 툇골길 693-12,강원도 춘천시 서면 서상리 897번지,033-244-5577,7,,전기시설+상하수도시설+화장실+샤워실
춘천캠핑월드,야영장,37.929873,127.642587,강원도 춘천시 서면 툇골길 693,강원도 춘천시 서면 서상리 896-1번지,000-0000-0000,8,,전기시설+상하수도시설+화장실+샤워실
국립용화산자연휴양림,야영장,38.013542,127.759511,강원도 춘천시 사북면 사여골길 294,강원도 춘천시 사북면 고성리 산 102-13번지,033-243-9261,30,,전기시설+상하수도시설+화장실+샤워실
강촌캠핑장,야영장,37.800491,127.64125,강원도 춘천시 남산면 풀무골1길 71,강원도 춘천시 남산면 방곡리 351-3번지,000-0000-0000,25,,전기시설+상하수도시설+화장실+샤워실
늘푸른 관광농원,야영장,38.033847,127.888294,강원도 춘천시 북산면 추곡약수길 47,강원도 춘천시 북산면 추곡리 142-4번지,000-0000-0000,6,,전기시설+상하수도시설+화장실+샤워실
(주)아웃오브파크,야영장,37.728068,127.510844,강원도 춘천시 남면 가옹개길 52-9,강원도 춘천시 남면 관천리 356-12번지,000-0000-0000,7,,전기시설+상하수도시설+화장실+샤워실
호반 캠핑장,야영장,37.933972,127.717808,강원도 춘천시 영서로 3189 (신동),강원도 춘천시 신동 970-1번지,000-0000-0000,6,,전기시설+상하수도시설+화장실+샤워실
YELLOW HILL,야영장,37.749909,127.733548,강원도 춘천시 동산면 종자리로 224-24,강원도 춘천시 동산면 군자리 1020번지,000-0000-0000,8,,전기시설+상하수도시설+화장실+샤워실
강촌버즈글램핑(강촌팜핑),야영장,37.849731,127.580714,강원도 춘천시 서면 율장길 122-28,강원도 춘천시 서면 안보리 403번지,033-262-1100,14,,전기시설+상하수도시설+화장실+샤워실
춘천하늘캠핑장,야영장,37.912819,127.65639,강원도 춘천시 서면 방동1길 315,강원도 춘천시 서면 방동리 981번지,000-0000-0000,14,,전기시설+상하수도시설+화장실+샤워실
캠프포지션,야영장,37.724996,127.509561,강원도 춘천시 남면 가옹개길 31,강원도 춘천시 남면 관천리 490-1번지,000-0000-0000,8,,전기시설+상하수도시설+화장실+샤워실
태백고원자연휴양림,야영장,37.126265,129.063539,강원도 태백시 머리골길 153 (철암동,,033-552-1360,13,,전기시설+화장실(샤워실)+취사시설
태백산 국립공원야영장,야영장,37.112121,128.950954,,강원도 태백시 소도동 325,033-550-2741,40,,화장실(샤워실)
태백소원지 오토캠핑장,야영장,37.133716,128.961431,,강원도 태백시 소도동 60,033-553-1253,100,,화장실(샤워실)
계방산 오토캠핑장,자동차야영장,37.7126287,128.4804926,강원도 평창군 용평면 이승복생가길 160,강원도 평창군 용평면 노동리 86,033-332-8829,58,50,"계절매점,샤워실"
흥정계곡캠핑700,야영장,37.6518188,128.3137355,강원도 평창군 봉평면 흥정계곡4길 91,강원도 평창군 봉평면 흥정리 372,033-333-8600,40,60,"샤워실,화잘실,개수대"
별따기캠핑장,야영장,37.64819321,128.3286751,강원도 평창군 봉평면 흥정계곡3길 60,강원도 평창군 봉평면 흥정계곡3길 60,000-0000-0000,10,10,"샤워실,화장실,개수대"
꿈의대화캠핑장,야영장,37.5015933,128.4623951,,강원도 평창군 대화면 대화리 1150-1,033-334-2277,29,120,"샤워실,화장실,개수대,족구장,농구장,풋살장"
솔잎오토캠핑장,야영장,37.6554981,128.330775,강원도 평창군 봉평면 흥정계곡2길 75,강원도 평창군 봉평면 흥정리 179-1,033-336-6206,23,23,"샤워실,화장실,개수대"
국립두타산자연휴양림,야영장,37.55979563,128.5760515,강원도 평창군 진부면 아차골길 132,강원도 평창군 진부면 수항리 산10,033-334-8815,25,15,"샤워실,화장실,개수대"
진부(오대산)관광농원,야영장,37.5555213,128.5671087,강원도 평창군 진부면 아차골길 34-15,강원도 평창군 진부면 수항리 376,033-333-7141,30,30,"샤워실,화장실,개수대,잔디밭,족구장"
쪽빛하늘 캠핑장,야영장,37.623684,128.3511852,강원도 평창군 봉평면 흥정계곡길 20-5,강원도 평창군 봉평면 원길리 1066-5,033-335-2934,27,200,"샤워실,화장실,개수대,족구장,놀이터,잔디밭"
청옥산깨비마을 야영장,야영장,37.36782987,128.4853612,강원도 평창군 미탄면 수리재길 21,강원도 평창군 미탄면 회동리 619,033-334-5562,7,20,"샤워실,화장실,개수대"
흥정계곡오토캠핑장,야영장,37.6499603,128.3232856,강원도 평창군 봉평면 흥정계곡4길 6-2,강원도 평창군 봉평면 흥정리 356,000-0000-0000,39,60,"샤워실,화장실,개수대"
007흥정계곡 반딧불캠핑장,야영장,37.6355517,128.34689,,강원도 평창군 봉평면 흥정리 93-12,070-4755-3362,20,25,"샤워실,화장실,개수대,매점"
에버힐,야영장,37.66139503,128.3079043,강원도 평창군 봉평면 흥정계곡4길 235,강원도 평창군 봉평면 흥정리 81-12,000-0000-0000,7,17,"샤워실,화장실,개수대"
평창쉼더하기글램핑파크,야영장,37.5715104,128.4112588,,강원도 평창군 용평면 재산리 1551-2,000-0000-0000,6,20,"샤워실,화장실,개수대,식당"
켄싱턴 호텔 평창 글램핑 빌리지,야영장,37.6888466,128.5957892,,강원도 평창군 진부면 간평리 215-2,033-330-5000,11,200,"샤워실,화장실,개수대,매점"
용골송어와 캠핑,야영장,37.69257021,128.4657046,강원도 평창군 용평면 운두령로 767-17,강원도 평창군 용평면 노동리 380-6,033-332-1115,28,30,"샤워실,화장실,개수대,매점"
봉평마가리 캠핑장,야영장,37.645712,128.3695604,강원도 평창군 봉평면 전나무골길 224-10,강원도 평창군 봉평면 원길리 555,033-336-0452,30,40,"샤워실,화장실,개수대,매점"
캠핑494,야영장,37.652557,128.3285316,,강원도 평창군 봉평면 흥정리 187-5,000-0000-0000,7,15,"샤워실,화장실,개수대"
삼남매와 뭉치네 캠핑장,야영장,37.6312104,128.3584342,강원도 평창군 봉평면 원길리 910,강원도 평창군 봉평면 상포항길 91-10,033-334-1988,18,25,"샤워실,화장실,개수대,매점,놀이터"
솔섬오토캠핑장,야영장,37.5245617,128.3826311,강원도 평창군 봉평면 수림대길 57-5,강원도 평창군 봉평면 유포리 227-1,033-333-1001,70,200,"샤워실,화장실,개수대,매점,놀이터,족구장"
쿵쿵소 캠핑장,야영장,37.6641125,128.4215448,강원도 평창군 봉평면 덕거길 356-12,강원도 평창군 봉평면 덕거리 86,033-334-8585,45,60,"샤워실,화장실,개수대"
샬롬빌리지 펜션 야영장,야영장,37.6978019,128.4754222,강원도 평창군 용평면 이승복생가길 114,"강원도 평창군 용평면 노동리 91, 92-7",033-332-2554,15,20,"샤워실,화장실,개수대"
아트인아일랜드야영장,야영장,37.6210102,128.3534348,,강원도 평창군 봉평면 원길리 1041-4,033-336-1771,30,50,"샤워실,화장실,개수대"
어름치마을캠핑장,야영장,37.2925072,128.5416306,강원도 평창군 미탄면 마하길 42-5,강원도 평창군 미탄면 마하리 324-1,033-332-1260,14,10,"샤워실,화장실,개수대,잔디밭,족구장"
펜션벨뷰캠핑장,야영장,37.66272565,128.3075015,강원도 평창군 봉평면 흥정계곡4길 249-2,강원도 평창군 봉평면 흥정리 82,033-335-1335,10,10,"샤워실,화장실,개수대"
숲과개울펜션야영장,야영장,37.44150716,128.3588235,강원도 평창군 방림면 고원로 1505-8,강원도 평창군 방림면 방림리 1775-2,000-0000-0000,15,23,"샤워실,화장실,개수대,매점,방방이"
리프레쉬캠핑장,야영장,37.643683,128.3312472,,강원도 평창군 봉평면 흥정리 360-2,033-335-9981,5,5,"샤워실,화장실,개수대"
보물섬캠핑장,야영장,37.5526213,128.3916681,강원도 평창군 봉평면 거품소길 349-6,강원도 평창군 봉평면 유포리 61-2,033-334-7859,7,50,"샤워실,화장실,개수대,놀이터,매점"
평창 태기산 캠핑장 펜션,야영장,37.5595335,128.320811,,강원도 평창군 진조리 338-11,000-0000-0000,10,30,"샤워실,화장실,개수대,농구장,족구장"
와이와이존,야영장,38.123829,127.646741,강원도 화천군 하남면 계파로 830,강원도 화천군 하남면 논미리 1069-1,000-0000-0000,18,18,개수대1동+화장실2동+샤워실2동
마음이 머무는곳,야영장,38.084599,127.486976,강원도 화천군 사내면 포화로 653-76,강원도 화천군 사내면 광덕리 465,000-0000-0000,28,30,개수대2동+화장실2동+샤워실2동
러브팜캠핑장,야영장,38.057904,127.532446,강원도 화천군 사내면 화악산로 938-3,강원도 화천군 사내면 삼일리 168-4,000-0000-0000,10,10,개수대2동+화장실2동+샤워실2동
화천 휴 캠핑장,야영장,38.118794,127.718431,강원도 화천군 화천읍 산수화로 164-80,강원도 화천군 화천읍 중리 16-16,000-0000-0000,14,17,취사실1동+개수대2동+화장실2동+샤워실2동
낭만캠프,야영장,38.040838,127.799282,강원도 화천군 간동면 모현동로 185-41,강원도 화천군 간동면 유촌리 137-1,000-0000-0000,10,20,개수대1동+화장실2동+샤워실2동
다옴 햇골 캠핑장,야영장,38.059969,127.797411,강원도 화천군 사내면 소이길 42,강원도 화천군 사내면 사창리 864-1,033-441-5533,5,6,취사시설1동+화장실2동+샤워실2동
캠플레이 캠핑장,야영장,38.164705,127.615568,강원도 화천군 상서면 갈목길 17-1,강원도 화천군 상서면 봉오리 186-2,000-0000-0000,7,7,취사시설1동+화장실2동+샤워실2동
카누글램핑 캠핑장,야영장,38.059193,127.510873,강원도 화천군 사내면 포화로 1004-21,강원도 화천군 사내면 삼일리 686-1,000-0000-0000,4,308,취사시설1동+화장실2동+샤워실2동
돌집야영장,야영장,38.022755,127.805701,강원도 화천군 간동면 춘양로 777-11,강원도 화천군 간동면 간척리 992-5,000-0000-0000,7,7,개수대1동+화장실2동+샤워실2동
산방환담,야영장,38.058124,127.488994,강원도 화천군 사내면 가화로 458-48,강원도 화천군 사내면 광덕리 200-5,000-0000-0000,2,2,개수대1동+화장실2동+샤워실2동
솔밭펜션캠핑장,야영장,37.8531447,127.3505064,경기도 가평군 조종면 운악청계로371번길 58-34,경기도 가평군 조종면 신상리 261-5,000-0000-0000,25,8,전기시설+상하수도시설+샤워실+화장실
에뜨유명산캠핑장,야영장,37.5919029,127.4864159,경기도 가평군 설악면 유명산길 124-17,경기도 가평군 설악면 가일리 235-4,000-0000-0000,26,9,전기시설+상하수도시설+샤워실+화장실
㈜포세이돈,야영장,37.7013629,127.5178326,경기도 가평군 청평면 고재길 262-101,경기도 가평군 청평면 고성리 2-27,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
동물카라반펜션,야영장,37.7470492,127.3597106,경기도 가평군 상면 임초밤안골로 313,경기도 가평군 상면 임초리 625,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
가평카라반캠핑농원,야영장,37.838591,127.504244,경기도 가평군 가평읍 문화로 291-25,경기도 가평군 가평읍 읍내리 803외 1필지,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
새연리조트,야영장,37.8467047,127.3468405,경기도 가평군 조종면 운악청계로333번길 86,경기도 가평군 조종면 신상리 477 외 2필지,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
칼봉산카라반캠핑장,야영장,37.8273203,127.4823822,경기도 가평군 가평읍 경반안로 229,경기도 가평군 가평읍 경반리 515외 2필지,000-0000-0000,10,3,전기시설+상하수도시설+샤워실+화장실
위크팜글램핑,야영장,37.8179255,127.3257304,경기도 가평군 상면 원흥길 37-6,"경기도 가평군 상면 태봉리 249-8, 250-2번지",000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
청평다감캠핑장,야영장,37.7105781,127.4818672,경기도 가평군 청평면 호반로 886,경기도 가평군 청평면 고성리 786-19,000-0000-0000,5,2,전기시설+상하수도시설+샤워실+화장실
㈜캠프통,야영장,37.7102997,127.4838614,경기도 가평군 청평면 호반로 976,경기도 가평군 청평면 고성리 761-6,000-0000-0000,10,3,전기시설+상하수도시설+샤워실+화장실
계곡풍경캠핑장,야영장,37.953272,127.4751101,경기도 가평군 북면 가화로 2389-34,경기도 가평군 북면 도대리 336-21,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
명지산카라반오토캠핑장,야영장,37.9813799,127.447529,경기도 가평군 북면 가화로 2932-23,경기도 가평군 북면 적목리 75,000-0000-0000,21,7,전기시설+상하수도시설+샤워실+화장실
보리산 캠핑장,야영장,37.6690579,127.5373536,경기도 가평군 설악면 한서로 421-259,경기도 가평군 설악면 위곡리 33-4,031-585-6050,6,2,전기시설+상하수도시설+샤워실+화장실
와이캠핑장,야영장,37.7316908,127.4243424,경기도 가평군 청평면 강변로 115,경기도 가평군 청평면 청평리 134-9,000-0000-0000,13,4,전기시설+상하수도시설+샤워실+화장실
지지밸리야영장,야영장,37.6160355,127.4918389,경기도 가평군 설악면 유명로 794-46,경기도 가평군 설악면 방일리 545-4번지외 5필지,000-0000-0000,11,4,전기시설+상하수도시설+샤워실+화장실
리즈밸리,야영장,37.5918729,127.5128087,경기도 가평군 설악면 어비산길 201-34,경기도 가평군 설악면 가일리 40번지외 6필지,000-0000-0000,14,5,전기시설+상하수도시설+샤워실+화장실
무지개 서는 마을,야영장,37.9095275,127.4939338,경기도 가평군 북면 가화로 1725,경기도 가평군 북면 도대리 72-7,000-0000-0000,24,8,전기시설+상하수도시설+샤워실+화장실
유명산 라온캠핑장,야영장,37.5917354,127.485509,경기도 가평군 설악면 유명산길 124-29,"경기도 가평군 설악면 가일리 237-2,4,5,238-1,2,3",000-0000-0000,30,10,전기시설+상하수도시설+샤워실+화장실
별빛오토캠핑장,야영장,37.6475337,127.5003396,경기도 가평군 설악면 묵안로 219-15,경기도 가평군 설악면 엄소리 75,000-0000-0000,40,13,전기시설+상하수도시설+샤워실+화장실
포시즌캠핑장,야영장,37.8271751,127.320205,경기도 가평군 청평면 청군로 1640,경기도 가평군 상면 태봉리 535,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
힐조캠핑장,야영장,37.7626564,127.3617602,경기도 가평군 상면 수목원로164번길 16,경기도 가평군 상면 행현리 431,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
플로렌스 글램핑&캠핑,야영장,37.8931186,127.5517362,경기도 가평군 북면 보안벚꽃길 54,경기도 가평군 북면 목동리 1077-2,000-0000-0000,2,1,전기시설+상하수도시설+샤워실+화장실
가평행복마을,야영장,37.7806554,127.371144,경기도 가평군 상면 청군로 776-22,경기도 가평군 상면 임초리 477-1,031-585-8686,14,5,전기시설+상하수도시설+샤워실+화장실
청평힐리조트,자동차야영장,37.6817488,127.3852897,경기도 가평군 청평면 북한강로 1841-12,경기도 가평군 청평면 삼회리 309-12,031-584-8777,23,8,전기시설+상하수도시설+샤워실+화장실
포시즌캠핑장,야영장,37.9447172,127.5373758,경기도 가평군 북면 화악산로 1039-7,경기도 가평군 북면 화악리 834-33외 3필지,000-0000-0000,27,9,전기시설+상하수도시설+샤워실+화장실
명돈골캠핑장,야영장,37.9674358,127.4587681,경기도 가평군 북면 논남기길 19-36 명돈골레저유원지,경기도 가평군 북면 도대리 534-1외2필지,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
브라보캠핑장,야영장,37.9711326,127.4556385,경기도 가평군 북면 가화로 2670-49,경기도 가평군 북면 적목리 167,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
아리움캠핑,야영장,37.7683787,127.3730125,경기도 가평군 상면 왕대벌길 147,경기도 가평군 상면 임초리 392-9,031-584-1279,20,7,전기시설+상하수도시설+샤워실+화장실
베스트캠핑장,야영장,37.772298,127.5353038,경기도 가평군 가평읍 금대리 302-10,경기도 가평군 가평읍 금대리 302-10외7필지,000-0000-0000,18,6,전기시설+상하수도시설+샤워실+화장실
하이캠핑장,야영장,37.968413,127.4161667,경기도 가평군 북면 논남기길 468-33,경기도 가평군 북면 적목리 335-6,000-0000-0000,20,7,전기시설+상하수도시설+샤워실+화장실
클럽노블픽,야영장,37.6896335,127.3678137,경기도 가평군 청평면 모꼬지로 154,경기도 가평군 청평면 대성리 569-12외1필지,031-584-5588,25,8,전기시설+상하수도시설+샤워실+화장실
들꽃여울캠핑장,야영장,37.5969035,127.5057546,경기도 가평군 설악면 어비산길 130-6,경기도 가평군 설악면 가일리 100-2,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
가평사계절캠핑장,야영장,37.8836465,127.5485968,경기도 가평군 북면 가화로 988,경기도 가평군 북면 목동리 816,000-0000-0000,26,9,전기시설+상하수도시설+샤워실+화장실
솔다람숲캠핑장,야영장,37.8218461,127.4470246,경기도 가평군 가평읍 태봉두밀로406번길 127-74,경기도 가평군 가평읍 두밀리 144-8,000-0000-0000,1,0,전기시설+상하수도시설+샤워실+화장실
이우캠핑장,야영장,37.8154797,127.3239595,경기도 가평군 상면 태봉리 466,경기도 가평군 상면 태봉리 466,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
하늘계곡캠핑장,야영장,37.616236,127.5390254,경기도 가평군 설악면 봉미산안길 190-27,경기도 가평군 설악면 설곡리 65-4,000-0000-0000,15,5,전기시설+상하수도시설+샤워실+화장실
은하캠핑장,야영장,37.842089,127.5097777,경기도 가평군 가평읍 읍내리 967-18,경기도 가평군 가평읍 읍내리 967-18,000-0000-0000,10,3,전기시설+상하수도시설+샤워실+화장실
금다래캠핑장,야영장,37.9502222,127.5333199,경기도 가평군 북면 화악산로 1087-26,경기도 가평군 북면 화악리 924,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
소풍캠핑장,야영장,37.5952095,127.5079172,경기도 가평군 설악면 어비산길 184-151,경기도 가평군 설악면 가일리 107-5,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
인오캠핑장,야영장,37.913889,127.3842593,경기도 가평군 조종면 명지산로 523,경기도 가평군 조종면 상판리 141-2,000-0000-0000,13,4,전기시설+상하수도시설+샤워실+화장실
또와캠핑장,야영장,37.8976704,127.5532139,경기도 가평군 북면 화악산로207번길 107-107,경기도 가평군 북면 소법리 627-54,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
화야 캠핑장,야영장,37.6807276,127.4688315,경기도 가평군 설악면 유명로 1907-41,경기도 가평군 설악면 회곡리 32-1,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
파인빌 포레스트 야영장,야영장,37.8780639,127.5782101,경기도 가평군 가평읍 당목가일길 645,경기도 가평군 가평읍 개곡리 146-2,000-0000-0000,4,1,전기시설+상하수도시설+샤워실+화장실
숲속의 정원 캠핑장,야영장,37.8818084,127.5505724,경기도 가평군 북면 가화로 988-50,경기도 가평군 북면 목동리 792-8,000-0000-0000,10,3,전기시설+상하수도시설+샤워실+화장실
유명산밸리 캠핑장,야영장,37.5933749,127.4899469,경기도 가평군 설악면 유명산길 79-28,경기도 가평군 설악면 가일리 223-8,000-0000-0000,9,3,전기시설+상하수도시설+샤워실+화장실
㈜라벤트리코리아,야영장,37.663809,127.5444447,경기도 가평군 설악면 한서로 543-31,경기도 가평군 설악면 위곡리 10,000-0000-0000,22,7,전기시설+상하수도시설+샤워실+화장실
하늘땅별땅 캠핑장,야영장,37.9514394,127.5331011,경기도 가평군 북면 화악산로 1135-47,경기도 가평군 북면 화악리 904-5,000-0000-0000,20,7,전기시설+상하수도시설+샤워실+화장실
자우림캠핑장,야영장,37.9699398,127.451887,경기도 가평군 북면 가화로 2697-125,경기도 가평군 북면 적목리 153-4 / 152-1,000-0000-0000,5,2,전기시설+상하수도시설+샤워실+화장실
유명산힐링캠핑장,야영장,37.5908445,127.5131074,경기도 가평군 설악면 어비산길 201-62,경기도 가평군 설악면 가일리 39-11외 2필지,000-0000-0000,10,3,전기시설+상하수도시설+샤워실+화장실
오카나간캠핑장,야영장,37.5963138,127.4917211,경기도 가평군 설악면 유명산길 61-12,경기도 가평군 설악면 가일리 258-1외 2필지,000-0000-0000,7,2,전기시설+상하수도시설+샤워실+화장실
캠플레이,야영장,37.7806498,127.2887671,경기도 가평군 상면 비룡로 1610-15,경기도 가평군 상면 250-2/250-7,000-0000-0000,2,1,전기시설+상하수도시설+샤워실+화장실
온더락캠핑장,야영장,37.7598469,127.3583195,경기도 가평군 상면 수목원로 238-106,경기도 가평군 상면 행현리 480-2~3,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
포레스트홀리데이스,야영장,37.7622984,127.3639261,경기도 가평군 상면 수목원로 181-22,"경기도 가평군 상면 행현리 373,375-4번지",000-0000-0000,25,8,전기시설+상하수도시설+샤워실+화장실
가평 썬 캠핑장,야영장,37.8256491,127.321482,경기도 가평군 상면 태봉리 532-3,경기도 가평군 상면 태봉리 532-3,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
바오바오캠핑장,야영장,37.7870652,127.320181,경기도 가평군 상면 돌아우길 64-11,경기도 가평군 상면 상동리 73-9,031-585-5922,5,2,전기시설+상하수도시설+샤워실+화장실
가평운악홀리데이카라반파크,야영장,37.8530373,127.3563121,경기도 가평군 조종면 운악청계로424,경기도 가평군 조종면 신상리 206-8~10번지,000-0000-0000,17,6,전기시설+상하수도시설+샤워실+화장실
이레캠핑장,야영장,37.8193965,127.3280991,경기도 가평군 상면 청군로 1487,경기도 가평군 상면 태봉리 211-5,000-0000-0000,34,11,전기시설+상하수도시설+샤워실+화장실
둥지캠핑장,야영장,37.6010356,127.5312726,경기도 가평군 설악면 묵안로 976-62,경기도 가평군 설악면 묵안리 311.310-3,000-0000-0000,40,13,전기시설+상하수도시설+샤워실+화장실
가평물골숲계곡캠핑장,야영장,37.836642,127.3141794,경기도 가평군 상면 물골길 120,경기도 가평군 상면 봉수리 18-3,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
유명산캠핑장,야영장,37.5949008,127.508471,경기도 가평군 설악면 가일리 108,경기도 가평군 설악면 가일리 234번지외 6필지,000-0000-0000,18,6,전기시설+상하수도시설+샤워실+화장실
용수그린랜드,야영장,37.853863,127.3482827,경기도 가평군 조종면 운악청계로491번길 87 용수유원지,경기도 가평군 조종면 신상리 257-1,000-0000-0000,11,4,전기시설+상하수도시설+샤워실+화장실
썬샤인캠프,야영장,37.6834967,127.4703112,경기도 가평군 설악면 유명로 1939,경기도 가평군 설악면 회곡리 24,000-0000-0000,17,6,전기시설+상하수도시설+샤워실+화장실
별다리 캠핑,야영장,37.8947564,127.5284651,경기도 가평군 북면 꽃넘이길 23-7,경기도 가평군 북면 제령리 528,000-0000-0000,20,7,전기시설+상하수도시설+샤워실+화장실
글램바오캠핑장,야영장,37.7721265,127.5353593,경기도 가평군 가평읍 금대리 302-15,경기도 가평군 가평읍 금대리 302-15,000-0000-0000,6,2,전기시설+상하수도시설+샤워실+화장실
은석캠핑장,야영장,37.5977886,127.4945616,경기도 가평군 설악면 유명산길 61-75,경기도 가평군 설악면 가일리 261-25외 2필지,000-0000-0000,18,6,전기시설+상하수도시설+샤워실+화장실
우리들캠핑장,야영장,37.9027534,127.5585729,경기도 가평군 북면 화악산로 243,경기도 가평군 북면 소법리 133-6외 2필지,000-0000-0000,36,12,전기시설+상하수도시설+샤워실+화장실
포레스트소울,야영장,37.8913887,127.3685117,경기도 가평군 조종면 명지산로 206-7,경기도 가평군 조종면 상판리 344-1번지외 3필지,000-0000-0000,8,3,전기시설+상하수도시설+샤워실+화장실
리스캐빈,야영장,37.5975377,127.4920575,경기도 가평군 설악면 유명산길 61-21,경기도 가평군 설악면 가일리 264,000-0000-0000,19,6,전기시설+상하수도시설+샤워실+화장실
한송오토캠핑장,자동차야영장,37.6012625,127.5349206,경기도 가평군 설악면 묵안로 1012,경기도 가평군 설악면 묵안리 171-4외 3필지,000-0000-0000,25,8,전기시설+상하수도시설+샤워실+화장실
중바위캠핑장,야영장,37.8878667,127.5379309,경기도 가평군 북면 제령아랫말길 70,경기도 가평군 북면 제령리 218-4,000-0000-0000,7,2,전기시설+상하수도시설+샤워실+화장실
㈜레저스테이션리조트,야영장,37.7000543,127.499443,경기도 가평군 설악면 자잠로282번길 72-95,경기도 가평군 설악면 사룡리 26-1,000-0000-0000,30,10,전기시설+상하수도시설+샤워실+화장실
파스텔 야영장,야영장,37.896472,127.5255782,경기도 가평군 북면 꽃넘이길 55,경기도 가평군 북면 제령리 534-3,000-0000-0000,13,4,전기시설+상하수도시설+샤워실+화장실
푸른숲캠핑장,야영장,37.596905,127.4947257,경기도 가평군 설악면 유명산길 61-108,경기도 가평군 설악면 가일리 211-1,000-0000-0000,12,4,전기시설+상하수도시설+샤워실+화장실
아침고요오토캠핑장,야영장,37.7474921,127.3592362,경기도 가평군 상면 임초밤안골로 306,"경기도 가평군 상면 임초리 623, 624-6",000-0000-0000,25,8,전기시설+상하수도시설+샤워실+화장실
은빛물결캠핑장,야영장,37.8189508,127.3576714,경기도 가평군 조종면 대보간선로 33-20,경기도 가평군 조종면 대보리 412-4,000-0000-0000,18,6,전기시설+상하수도시설+샤워실+화장실
국립유명산자연휴양림,야영장,37.5927374,127.4916185,경기도 가평군 설악면 유명산길  79-53,경기도 가평군 설악면 가일리 산35 외 1필지,031-589-5487,92,31,전기시설+상하수도시설+샤워실+화장실
